PSOS_MMW_Name,COUNCIL NAME,WARD CODE,Population_Census_2022-03-20,Area,longitude,latitude,CALENDAR YEAR,CALENDAR MONTH,"Alcohol offences, travelling to and from sporting event",Breach of football banning order,Breach of the peace,Carrying of Knives etc S Act 1993,Drunk in or attempting to enter designated sports ground,Mobbing and rioting,Offensive behaviour at football (OBaFaTBSA 2012),Permitting riotous behaviour in licensed premises,Possession of an offensive weapon,Possession of offensive weapon used in other criminal activity,Public mischief - including wasting police time,Racially aggravated conduct,Racially aggravated harassment,Serious Assault,Sports grounds offences possessing alcohol etc,Stirring up hatred: Racial,Threatening or abusive behaviour,TOTAL DETECTED CRIME
Dalkeith,Midlothian,S13002692,14983.0,16.229,-3.07794,55.90993,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0
Dalry and West Kilbride,North Ayrshire,S13002709,10135.0,112.7,-4.76929,55.70584,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,10.0
Dee and Glenkens,Dumfries and Galloway,S13002882,9866.0,1212.9,-4.11951,55.036121,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Dennistoun,Glasgow City,S13002988,20274.0,5.2146,-4.21872,55.868622,2020,7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,25.0,34.0
Denny and Banknock,Falkirk,S13002611,19390.0,54.384,-3.95256,56.01721,2020,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,15.0
Dingwall and Seaforth,Highland,S13002670,13029.0,112.93,-4.47876,57.57578,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
Doon Valley,East Ayrshire,S13002561,11062.0,261.1,-4.44165,55.19258,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Drum Brae/Gyle,City of Edinburgh,S13002585,23638.0,7.2221,-3.29745,55.94447,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0
Drumchapel/Anniesland,Glasgow City,S13002654,28881.0,7.2633,-4.36244,55.90475,2020,7,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,21.0,34.0
Dumbarton,West Dunbartonshire,S13002816,16979.0,46.294,-4.5232,55.9463,2020,7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,15.0
Dunbar and East Linton,East Lothian,S13002576,15764.0,188.38,-2.54797,55.95922,2020,7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0
Dunblane and Bridge of Allan,Stirling,S13002809,14244.0,69.338,-3.92302,56.18499,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0
Dunfermline Central,Fife,S13002620,21423.0,20.701,-3.47288,56.07094,2020,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,22.0,27.0
Dunfermline North,Fife,S13002619,15872.0,18.319,-3.44636,56.08779,2020,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,14.0
Dunfermline South,Fife,S13002621,23343.0,8.332,-3.42557,56.05739,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Dunoon,Argyll and Bute,S13002522,7217.0,71.35,-5.00475,55.906631,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,12.0
Dyce/Bucksburn/Danestone,Aberdeen City,S13002476,21937.0,48.016,-2.222,57.20009,2020,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0
East Berwickshire,Scottish Borders,S13002767,11381.0,296.1,-2.22726,55.82954,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
East Centre,Glasgow City,S13002658,27888.0,6.3155,-4.19431,55.86392,2020,7,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,29.0,43.0
East End,Dundee City,S13002551,15438.0,5.3029,-2.91768,56.476109,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,15.0
East Garioch,Aberdeenshire,S13002500,14044.0,120.84,-2.24764,57.23842,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
East Kilbride Central North,South Lanarkshire,S13002794,15947.0,4.2766,-4.17724,55.76423,2020,7,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,35.0
East Kilbride Central South,South Lanarkshire,S13002793,14890.0,3.8553,-4.18654,55.75666,2020,7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,20.0
East Kilbride East,South Lanarkshire,S13002796,13363.0,12.72,-4.1435,55.77832,2020,7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0
East Kilbride South,South Lanarkshire,S13002792,16644.0,8.1453,-4.18794,55.74373,2020,7,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0
East Kilbride West,South Lanarkshire,S13002795,16302.0,24.984,-4.22892,55.77139,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
East Livingston and East Calder,West Lothian,S13002824,22298.0,110.69,-3.48398,55.817749,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0
"East Mainland, South Ronaldsay and Burray",Orkney Islands,S13002736,3363.0,147.49,-2.87151,58.932468,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Neuk and Landward,Fife,S13002637,12630.0,222.92,-2.78495,56.25647,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
East Sutherland and Edderton,Highland,S13002666,7696.0,1466.4,-4.00772,58.09366,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Eilean a Cheo,Highland,S13002999,10686.0,1751.6,-6.22733,57.4258,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elgin City North,Moray,S13002701,12113.0,5.5111,-3.3136,57.65577,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,10.0
Elgin City South,Moray,S13002702,12785.0,9.2678,-3.32333,57.63683,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0
Ellon and District,Aberdeenshire,S13002497,14928.0,196.7,-2.0315,57.36435,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Erskine & Inchinnan,Renfrewshire,S13002760,16500.0,14.945,-4.44523,55.89325,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Falkirk North,Falkirk,S13002614,21655.0,10.632,-3.77143,56.00772,2020,7,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,27.0,39.0
Falkirk South,Falkirk,S13002615,16330.0,25.463,-3.81118,55.9859,2020,7,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,26.0,38.0
Fauldhouse and the Breich Valley,West Lothian,S13002825,16214.0,75.058,-3.64098,55.826618,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,16.0
Fochabers Lhanbryde,Moray,S13002699,10181.0,227.95,-3.11752,57.64101,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Forfar & District,Angus,S13002510,15730.0,67.796,-2.85796,56.65277,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,10.0
Forres,Moray,S13002703,15605.0,288.55,-3.62406,57.53487,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,11.0
Forth,City of Edinburgh,S13002586,32036.0,5.5834,-3.22814,55.97685,2020,7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0
Forth and Endrick,Stirling,S13002808,12863.0,464.23,-4.354,56.09125,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Fortissat,North Lanarkshire,S13002723,16116.0,113.59,-3.81892,55.81913,2020,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,21.0
Fountainbridge/Craiglockhart,City of Edinburgh,S13002591,23937.0,5.112,-3.23221,55.92401,2020,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0
Fraserburgh and District,Aberdeenshire,S13002491,15692.0,66.636,-1.99478,57.64321,2020,7,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0
Ft William and Ardnamurchan,Highland,S13002683,11166.0,2559.2,-5.67669,56.77799,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galashiels and District,Scottish Borders,S13002763,15336.0,211.94,-2.92841,55.732128,2020,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,16.0,20.0
Garscadden/Scotstounhill,Glasgow City,S13002653,29482.0,5.7193,-4.36238,55.88737,2020,7,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,38.0
George St/Harbour,Aberdeen City,S13002483,21243.0,3.7936,-2.09256,57.15088,2020,7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,28.0,37.0
Giffnock and Thornliebank,East Renfrewshire,S13002579,16052.0,5.8814,-4.30074,55.8021,2020,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
Girvan and South Carrick,South Ayrshire,S13002786,10660.0,717.94,-4.71962,55.15657,2020,7,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0
Glenboig and Moodiesburn,North Lanarkshire,S13003047,9744.0,26.1,-4.05326,55.90234,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
Glenrothes Central and Thornton,Fife,S13002633,15492.0,31.711,-3.12884,56.17472,2020,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,16.0
"Glenrothes North, Leslie and Markinch",Fife,S13002632,17928.0,45.775,-3.17791,56.21357,2020,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0
Glenrothes West and Kinglassie,Fife,S13002631,15626.0,22.502,-3.22393,56.17955,2020,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,15.0
